loci_name,adjacent_genes_0kb_tss
chr7_135900000_136000000,intergenic
chr7_136000000_136100000,intergenic
chr7_136100000_136200000,intergenic
chr7_136200000_136300000,C030029H02Rik
chr7_136300000_136400000,Gm36849
chr7_136400000_136500000,intergenic
chr7_136500000_136600000,intergenic
chr7_136600000_136700000,intergenic
chr7_136700000_136800000,Gm6249
chr7_136800000_136900000,Mgmt
chr7_136900000_137000000,intergenic
chr7_137000000_137100000,intergenic
chr7_137100000_137200000,intergenic
chr7_137200000_137300000,intergenic
chr7_137300000_137400000,Ebf3
chr7_137400000_137500000,9430038I01Rik; Glrx3
chr7_137500000_137600000,Gm45397
chr7_137600000_137700000,intergenic
chr7_137700000_137800000,Gm45682
chr7_137800000_137900000,intergenic
chr7_137900000_138000000,intergenic
chr7_138000000_138100000,intergenic
chr7_138100000_138200000,intergenic
chr7_138200000_138300000,intergenic
chr7_138300000_138400000,Tcerg1l
chr7_138400000_138500000,Gm45686
chr7_138500000_138600000,4930543N07Rik
chr7_138600000_138700000,intergenic
chr7_138700000_138800000,intergenic
chr7_138800000_138900000,Mapk1ip1; Ppp2r2d; Gm45507
chr7_138900000_139000000,Bnip3; Jakmip3
chr7_139000000_139100000,Dpysl4
chr7_139100000_139200000,Lrrc27
chr7_139200000_139300000,Stk32c; Pwwp2b
chr7_139300000_139400000,Inpp5a
chr7_139400000_139500000,intergenic
chr7_139500000_139600000,Nkx6-2
chr7_139600000_139700000,Cfap46
chr7_139700000_139800000,intergenic
chr7_139800000_139900000,Adgra1; Kndc1
chr7_139900000_140000000,Utf1; Gm2044; Adam8
chr7_140000000_140100000,Tubgcp2; Zfp511; Msx3; Caly; Prap1
chr7_140100000_140200000,Fuom; Echs1; Paox; Mtg1; Sprn; Olfr523
chr7_140200000_140300000,Olfr524; Cd163l1; 5830411N06Rik
chr7_140300000_140400000,Olfr525; Olfr60
chr7_140400000_140500000,Olfr532; Olfr533; Olfr535
chr7_140500000_140600000,Olfr536; Olfr538
chr7_140600000_140700000,Olfr46; Olfr61; Olfr53; Olfr539; Olfr45; Olfr541
chr7_140700000_140800000,Cyp2e1; Syce1
chr7_140800000_140900000,Zfp941; Gm45785; Urah; Scgb1c1; Odf3; Bet1l; Ric8a; Sirt3; Psmd13
chr7_140900000_141000000,Cox8b; Nlrp6; Pgghg; Ifitm5; Gm45717; Ifitm1
chr7_141000000_141100000,Ifitm3; Ifitm6; Gm17387; B4galnt4; Pkp3
chr7_141100000_141200000,Sigirr; Ano9; Ptdss2; Rnh1; Hras; Lrrc56
chr7_141200000_141300000,Lmntd2; Rassf7; Phrf1; Irf7; Cdhr5; Sct; Drd4
chr7_141300000_141400000,Deaf1; Tmem80; Eps8l2; Taldo1
chr7_141400000_141500000,Gatd1; Cend1; Slc25a22; Pidd1; Rplp2; Pnpla2; Cracr2b; Cd151; Polr2l; Tspan4
chr7_141500000_141600000,Chid1; Ap2a2
chr7_141600000_141700000,Gm16982; Muc6; Muc2
chr7_141700000_141800000,intergenic
chr7_141800000_141900000,Muc5b
chr7_141900000_142000000,Tollip; Brsk2
chr7_142000000_142100000,Mob2; Dusp8
chr7_142100000_142200000,Gm45618
chr7_142200000_142300000,Krtap5-3; Gm45889
chr7_142300000_142400000,Ifitm10; Gm49369; Ctsd
chr7_142400000_142500000,Syt8; Lsp1; Tnnt3
chr7_142500000_142600000,Prr33; Mrpl23; H19; Gm33148
chr7_142600000_142700000,intergenic
chr7_142700000_142800000,Ins2
chr7_142800000_142900000,Gm6471; Gm39117
chr7_142900000_143000000,Th; Ascl2
chr7_143000000_143100000,Tspan32os; Tspan32; Cd81; Trpm5; Tssc4
chr7_143100000_143200000,Kcnq1
chr7_143200000_143300000,Kcnq1ot1
chr7_143300000_143400000,4933417O13Rik
chr7_143400000_143500000,Cdkn1c; Slc22a18
chr7_143500000_143600000,Phlda2; Nap1l4
chr7_143600000_143700000,Cars; Gm15579; Tnfrsf26; E230032D23Rik; Tnfrsf22; Tnfrsf23
chr7_143700000_143800000,Osbpl5; Mrgpre
chr7_143800000_143900000,Nadsyn1; Dhcr7
chr7_143900000_144000000,intergenic
chr7_144000000_144100000,Shank2
chr7_144100000_144200000,intergenic
chr7_144200000_144300000,intergenic
chr7_144300000_144400000,intergenic
chr7_144400000_144500000,Gm14372; Cttn
chr7_144500000_144600000,Ppfia1; Faddos; Fadd
chr7_144600000_144700000,intergenic
chr7_144700000_144800000,Ano1; Gm44929; Gm34964
chr7_144800000_144900000,Fgf3; Fgf4; Gm26793
chr7_144900000_145000000,Gm39119; Bc1; Ccnd1
chr7_145000000_145100000,intergenic
chr7_145100000_145200000,Gm45181
chr7_145200000_145300000,Tpcn2
chr7_145300000_145400000,Mrgprf; Mrgprd
chr7_145400000_145441459,intergenic
chr8_0_100000,intergenic
chr8_100000_200000,intergenic
chr8_200000_300000,intergenic
chr8_300000_400000,intergenic
chr8_400000_500000,intergenic
chr8_500000_600000,intergenic
chr8_600000_700000,intergenic
chr8_700000_800000,intergenic
chr8_800000_900000,intergenic
chr8_900000_1000000,intergenic
chr8_1000000_1100000,intergenic
chr8_1100000_1200000,intergenic
chr8_1200000_1300000,intergenic
chr8_1300000_1400000,intergenic
chr8_1400000_1500000,intergenic
chr8_1500000_1600000,intergenic
chr8_1600000_1700000,intergenic
chr8_1700000_1800000,intergenic
chr8_1800000_1900000,intergenic
chr8_1900000_2000000,intergenic
chr8_2000000_2100000,intergenic
chr8_2100000_2200000,intergenic
chr8_2200000_2300000,intergenic
chr8_2300000_2400000,intergenic
chr8_2400000_2500000,intergenic
chr8_2500000_2600000,intergenic
chr8_2600000_2700000,intergenic
chr8_2700000_2800000,intergenic
chr8_2800000_2900000,intergenic
chr8_2900000_3000000,intergenic
chr8_3000000_3100000,intergenic
chr8_3100000_3200000,intergenic
chr8_3200000_3300000,Insr; Gm16180
chr8_3300000_3400000,Arhgef18
chr8_3400000_3500000,Pex11g; Tex45; Zfp358
chr8_3500000_3600000,Mcoln1; Pnpla6; Camsap3
chr8_3600000_3700000,Xab2; Pet100; Pcp2; Stxbp2; Retn; Mcemp1; Fcor; Gm39121; Gm45231; Trappc5; Fcer2a
chr8_3700000_3800000,Clec4g; Gm16553; Cd209a
chr8_3800000_3900000,intergenic
chr8_3900000_4000000,Cd209c
chr8_4000000_4100000,intergenic
chr8_4100000_4200000,Cd209f; Evi5l
chr8_4200000_4300000,4932443L11Rik; Prr36; Lrrc8e; Map2k7; Gm49320; Snapc2; Ctxn1; Timm44
chr8_4300000_4400000,Elavl1; Ccl25
chr8_4400000_4500000,Cers4
chr8_4500000_4600000,intergenic
chr8_4600000_4700000,Zfp958; Gm6410
chr8_4700000_4800000,Shcbp1
chr8_4800000_4900000,intergenic
chr8_4900000_5000000,intergenic
chr8_5000000_5100000,intergenic
chr8_5100000_5200000,Slc10a2
chr8_5200000_5300000,intergenic
chr8_5300000_5400000,intergenic
chr8_5400000_5500000,Gm44693
chr8_5500000_5600000,intergenic
chr8_5600000_5700000,intergenic
chr8_5700000_5800000,intergenic
chr8_5800000_5900000,intergenic
chr8_5900000_6000000,intergenic
chr8_6000000_6100000,intergenic
chr8_6100000_6200000,intergenic
chr8_6200000_6300000,intergenic
chr8_6300000_6400000,intergenic
chr8_6400000_6500000,intergenic
chr8_6500000_6600000,intergenic
chr8_6600000_6700000,intergenic
chr8_6700000_6800000,intergenic
chr8_6800000_6900000,intergenic
chr8_6900000_7000000,intergenic
chr8_7000000_7100000,intergenic
chr8_7100000_7200000,intergenic
chr8_7200000_7300000,intergenic
chr8_7300000_7400000,Gm17215
chr8_7400000_7500000,intergenic
chr8_7500000_7600000,Gm30954
chr8_7600000_7700000,intergenic
chr8_7700000_7800000,intergenic
chr8_7800000_7900000,intergenic
chr8_7900000_8000000,intergenic
chr8_8000000_8100000,Gm31401
chr8_8100000_8200000,intergenic
chr8_8200000_8300000,intergenic
chr8_8300000_8400000,A630009H07Rik; Gm31343
chr8_8400000_8500000,Gm31135; D530014G21Rik
chr8_8500000_8600000,Gm31463
chr8_8600000_8700000,Gm45075; Efnb2; 4921522P10Rik; Arglu1
chr8_8700000_8800000,Gm44626
chr8_8800000_8900000,intergenic
chr8_8900000_9000000,Gm44515
chr8_9000000_9100000,intergenic
chr8_9100000_9200000,4930453L07Rik; Gm44516; Gm39128
chr8_9200000_9300000,intergenic
chr8_9300000_9400000,intergenic
chr8_9400000_9500000,intergenic
chr8_9500000_9600000,intergenic
chr8_9600000_9700000,intergenic
chr8_9700000_9800000,Fam155a
chr8_9800000_9900000,Gm44761; Gm10217
chr8_9900000_10000000,Gm10067; Lig4; Abhd13
chr8_10000000_10100000,Tnfsf13b; Gm44788
chr8_10100000_10200000,Myo16
chr8_10200000_10300000,intergenic
chr8_10300000_10400000,intergenic
chr8_10400000_10500000,intergenic
chr8_10500000_10600000,intergenic
chr8_10600000_10700000,Gm44786; Gm44785
chr8_10700000_10800000,Gm44784; Gm45045; Gm39129
chr8_10800000_10900000,B930025P03Rik; Gm45044
chr8_10900000_11000000,Gm2814; 3930402G23Rik; Gm44955; Gm44956
chr8_11000000_11100000,Irs2; B830042I05Rik
chr8_11100000_11200000,Gm44717; Gm15418
chr8_11200000_11300000,intergenic
chr8_11300000_11400000,Col4a1; Col4a2
chr8_11400000_11500000,Gm15419; Rab20; Naxd
chr8_11500000_11600000,Cars2; Ing1
chr8_11600000_11700000,Ankrd10
chr8_11700000_11800000,1700016D06Rik; 1700128E19Rik; Arhgef7
chr8_11800000_11900000,Tex29; Gm39132
chr8_11900000_12000000,Gm45680; B020031H02Rik
chr8_12000000_12100000,intergenic
chr8_12100000_12200000,intergenic
chr8_12200000_12300000,A230072I06Rik
chr8_12300000_12400000,Gm33175; Sox1
chr8_12400000_12500000,intergenic
chr8_12500000_12600000,4933439N14Rik; Spaca7
chr8_12600000_12700000,Tubgcp3
chr8_12700000_12800000,Gm15348; Atp11a
chr8_12800000_12900000,Gm15350; Gm15347; Mcf2l; Gm15353
chr8_12900000_13000000,Gm15351
chr8_13000000_13100000,F7; F10; Proz; Gm17023
chr8_13100000_13200000,Pcid2; Cul4a; Lamp1
chr8_13200000_13300000,Grtp1; Adprhl1; Dcun1d2; Tmco3
chr8_13300000_13400000,Tfdp1; Atp4b
chr8_13400000_13500000,Grk1; Tmem255b; Gas6
chr8_13500000_13600000,Gm5608; 1700029H14Rik
chr8_13600000_13700000,Rasa3
chr8_13700000_13800000,Cdc16; Upf3a
chr8_13800000_13900000,AF366264; Champ1; Coprs
chr8_13900000_14000000,Fbxo25; Tdrp; Gm5907
chr8_14000000_14100000,Erich1; Dlgap2
chr8_14100000_14200000,intergenic
chr8_14200000_14300000,intergenic
chr8_14300000_14400000,intergenic
chr8_14400000_14500000,intergenic
chr8_14500000_14600000,intergenic
chr8_14600000_14700000,intergenic
chr8_14700000_14800000,C030037F17Rik
chr8_14800000_14900000,Cln8
chr8_14900000_15000000,Arhgef10; Gm16350
chr8_15000000_15100000,Kbtbd11; 5830468F06Rik; BB014433; Myom2
chr8_15100000_15200000,Gm7706; Gm45271
chr8_15200000_15300000,intergenic
chr8_15300000_15400000,Gm35392
chr8_15400000_15500000,intergenic
chr8_15500000_15600000,Gm35453; Gm45676; Gm45408
chr8_15600000_15700000,intergenic
chr8_15700000_15800000,intergenic
chr8_15800000_15900000,intergenic
chr8_15900000_16000000,intergenic
chr8_16000000_16100000,intergenic
chr8_16100000_16200000,intergenic
chr8_16200000_16300000,Gm16346
chr8_16300000_16400000,intergenic
chr8_16400000_16500000,Gm16347
chr8_16500000_16600000,intergenic
chr8_16600000_16700000,intergenic
chr8_16700000_16800000,intergenic
chr8_16800000_16900000,intergenic
chr8_16900000_17000000,intergenic
chr8_17000000_17100000,intergenic
chr8_17100000_17200000,intergenic
chr8_17200000_17300000,intergenic
chr8_17300000_17400000,intergenic
chr8_17400000_17500000,intergenic
chr8_17500000_17600000,Csmd1
chr8_17600000_17700000,intergenic
chr8_17700000_17800000,intergenic
chr8_17800000_17900000,intergenic
chr8_17900000_18000000,intergenic
chr8_18000000_18100000,intergenic
chr8_18100000_18200000,intergenic
chr8_18200000_18300000,intergenic
chr8_18300000_18400000,1700014L14Rik
chr8_18400000_18500000,intergenic
chr8_18500000_18600000,Mcph1
chr8_18600000_18700000,Gm16725
chr8_18700000_18800000,Angpt2
chr8_18800000_18900000,Agpat5
chr8_18900000_19000000,Gm35934; Xkr5; Defb40; Defb37
chr8_19000000_19100000,Defb38; Defb39
chr8_19100000_19200000,Defb34; Gm45826; Gm39139; Defb14; Defb4
chr8_19200000_19300000,Defb6; Defb5
chr8_19300000_19400000,intergenic
chr8_19400000_19500000,Defb7
chr8_19500000_19600000,intergenic
chr8_19600000_19700000,Gm35998
chr8_19700000_19800000,4930467E23Rik
chr8_19800000_19900000,intergenic
chr8_19900000_20000000,Gm31371
chr8_20000000_20100000,intergenic
chr8_20100000_20200000,intergenic
chr8_20200000_20300000,intergenic
chr8_20300000_20400000,Gm15319
chr8_20400000_20500000,intergenic
chr8_20500000_20600000,intergenic
chr8_20600000_20700000,Gm21119
chr8_20700000_20800000,intergenic
chr8_20800000_20900000,intergenic
chr8_20900000_21000000,Gm6040
chr8_21000000_21100000,intergenic
chr8_21100000_21200000,intergenic
chr8_21200000_21300000,intergenic
chr8_21300000_21400000,intergenic
chr8_21400000_21500000,intergenic
chr8_21500000_21600000,intergenic
chr8_21600000_21700000,intergenic
chr8_21700000_21800000,Defb1
chr8_21800000_21900000,Defb9
chr8_21900000_22000000,Defb11; Gm36879; Defb35; Ccdc70
chr8_22000000_22100000,Atp7b; Alg11
chr8_22100000_22200000,Nek5; Nek3; Ckap2; Vps36
chr8_22200000_22300000,Thsd1; Tpte
chr8_22300000_22400000,Slc25a15; 1810012K16Rik
chr8_22400000_22500000,Mrps31; Smim19; Slc20a2
chr8_22500000_22600000,Vdac3
chr8_22600000_22700000,Dkk4; Polb; Gm15346
chr8_22700000_22800000,Ikbkb; Plat
chr8_22800000_22900000,Ap3m2; 1700041G16Rik; Kat6a
chr8_22900000_23000000,Ank1
chr8_23000000_23100000,intergenic
chr8_23100000_23200000,Gm15816; Nkx6-3
chr8_23200000_23300000,Gpat4; Gins4; Golga7
chr8_23300000_23400000,intergenic
chr8_23400000_23500000,Sfrp1
chr8_23500000_23600000,intergenic
chr8_23600000_23700000,Zmat4
chr8_23700000_23800000,intergenic
chr8_23800000_23900000,intergenic
chr8_23900000_24000000,intergenic
chr8_24000000_24100000,intergenic
chr8_24100000_24200000,A730045E13Rik
chr8_24200000_24300000,Gm45163
chr8_24300000_24400000,Gm45164
chr8_24400000_24500000,Gm30692; Gm26714; Tcim
chr8_24500000_24600000,Ido2; Ido1
chr8_24600000_24700000,Adam18
chr8_24700000_24800000,Adam3
chr8_24800000_24900000,Adam5
chr8_24900000_25000000,Adam32
chr8_25000000_25100000,Adam9; Tm2d2; Htra4; Gm16933
chr8_25100000_25200000,Plekha2
chr8_25200000_25300000,Tacc1
chr8_25300000_25400000,5430421F17Rik
chr8_25400000_25500000,Gm30978; Gm45237; Gm45238; Gm31045
chr8_25500000_25600000,Fgfr1; Gm16159; Letm2; D830025C05Rik
chr8_25600000_25700000,Nsd3
chr8_25700000_25800000,Plpp5; Ddhd2; Gm17484; Bag4; Lsm1
chr8_25800000_25900000,Star; Ash2l; Kcnu1
chr8_25900000_26000000,Hgsnat; Pomk
chr8_26000000_26100000,Fnta; Gm45411; 1700047A11Rik
chr8_26100000_26200000,Hook3; Rnf170; Gm45692; Gm45250; Thap1
chr8_26200000_26300000,Gm31727; Gm45307
chr8_26300000_26400000,Gm31784
chr8_26400000_26500000,Gm31898; Gm31983
chr8_26500000_26600000,Gm39149
chr8_26600000_26700000,Gm45584; Gm32098
chr8_26700000_26800000,Gm45646
chr8_26800000_26900000,2310008N11Rik
chr8_26900000_27000000,Gm45572; Zfp703; Gm45371; Gm45370
chr8_27000000_27100000,Gm32389; Erlin2; Proscos; Plpbp; Adgra2
chr8_27100000_27200000,Brf2; Rab11fip1; 4933416M07Rik; Gm45267
chr8_27200000_27300000,Got1l1; Adrb3; Gm45470; Eif4ebp1
chr8_27300000_27400000,Tex24; Chrnb3
chr8_27400000_27500000,Chrna6; Gm45861
chr8_27500000_27600000,intergenic
chr8_27600000_27700000,intergenic
chr8_27700000_27800000,intergenic
chr8_27800000_27900000,intergenic
chr8_27900000_28000000,intergenic
chr8_28000000_28100000,1700008N11Rik
chr8_28100000_28200000,intergenic
chr8_28200000_28300000,intergenic
chr8_28300000_28400000,intergenic
chr8_28400000_28500000,intergenic
chr8_28500000_28600000,Gm8110; Gm45571; Gm26795
chr8_28600000_28700000,intergenic
chr8_28700000_28800000,intergenic
chr8_28800000_28900000,intergenic
chr8_28900000_29000000,intergenic
chr8_29000000_29100000,intergenic
chr8_29100000_29200000,intergenic
chr8_29200000_29300000,Unc5d; Gm32567
chr8_29300000_29400000,intergenic
chr8_29400000_29500000,intergenic
chr8_29500000_29600000,intergenic
chr8_29600000_29700000,intergenic
chr8_29700000_29800000,intergenic
chr8_29800000_29900000,intergenic
chr8_29900000_30000000,intergenic
chr8_30000000_30100000,intergenic
chr8_30100000_30200000,Gm39154
chr8_30200000_30300000,intergenic
chr8_30300000_30400000,intergenic
chr8_30400000_30500000,intergenic
chr8_30500000_30600000,Gm45489; 4933433F19Rik
chr8_30600000_30700000,intergenic
chr8_30700000_30800000,intergenic
chr8_30800000_30900000,intergenic
chr8_30900000_31000000,intergenic
chr8_31000000_31100000,Dusp26
chr8_31100000_31200000,Rnf122; Tti2; Mak16; Fut10
chr8_31200000_31300000,intergenic
chr8_31300000_31400000,7420700N18Rik
chr8_31400000_31500000,Gm45303
chr8_31500000_31600000,intergenic
chr8_31600000_31700000,Gm45304
chr8_31700000_31800000,intergenic
chr8_31800000_31900000,intergenic
chr8_31900000_32000000,intergenic
chr8_32000000_32100000,intergenic
chr8_32100000_32200000,intergenic
chr8_32200000_32300000,intergenic
chr8_32300000_32400000,intergenic
chr8_32400000_32500000,intergenic
chr8_32500000_32600000,intergenic
chr8_32600000_32700000,intergenic
chr8_32700000_32800000,intergenic
chr8_32800000_32900000,Nrg1
chr8_32900000_33000000,Gm3985
chr8_33000000_33100000,Gm45587
chr8_33100000_33200000,intergenic
chr8_33200000_33300000,intergenic
chr8_33300000_33400000,Wrn; Purg
chr8_33400000_33500000,intergenic
chr8_33500000_33600000,Tex15; Ppp2cb
chr8_33600000_33700000,Ubxn8; Gsr
chr8_33700000_33800000,1700104B16Rik; Gtf2e2; Smim18
chr8_33800000_33900000,Gm26632
chr8_33900000_34000000,Rbpms; Gm39157
chr8_34000000_34100000,Gm9951
chr8_34100000_34200000,Dctn6; Gm10131; Mboat4; Gm39158; Leprotl1; Saraf
chr8_34200000_34300000,Gm29243
chr8_34300000_34400000,Gm45350; Gm33831
chr8_34400000_34500000,Gm45349
chr8_34500000_34600000,intergenic
chr8_34600000_34700000,B930018H19Rik; Gm34096; Gm45627
chr8_34700000_34800000,intergenic
chr8_34800000_34900000,Dusp4
chr8_34900000_35000000,Tnks; Gm34368
chr8_35000000_35100000,Gm34419
chr8_35100000_35200000,Gm45625
chr8_35200000_35300000,Gm34474; Gm34597
chr8_35300000_35400000,Ppp1r3b
chr8_35400000_35500000,Gm45301; Gm34853; Eri1
chr8_35500000_35600000,Mfhas1
chr8_35600000_35700000,intergenic
chr8_35700000_35800000,1700015I17Rik; Gm19410
chr8_35800000_35900000,Cldn23; 5430403N17Rik
chr8_35900000_36000000,intergenic
chr8_36000000_36100000,Prag1
chr8_36100000_36200000,Gm38414; Gm39164; 4933430A20Rik; Gm35520
chr8_36200000_36300000,Lonrf1
chr8_36300000_36400000,intergenic
chr8_36400000_36500000,intergenic
chr8_36500000_36600000,intergenic
chr8_36600000_36700000,intergenic
chr8_36700000_36800000,intergenic
chr8_36800000_36900000,intergenic
chr8_36900000_37000000,Dlc1; AI429214
chr8_37000000_37100000,G630064G18Rik; Gm45524
chr8_37100000_37200000,intergenic
chr8_37200000_37300000,intergenic
chr8_37300000_37400000,Gm45368
chr8_37400000_37500000,intergenic
chr8_37500000_37600000,intergenic
chr8_37600000_37700000,intergenic
chr8_37700000_37800000,intergenic
chr8_37800000_37900000,intergenic
chr8_37900000_38000000,intergenic
chr8_38000000_38100000,intergenic
chr8_38100000_38200000,intergenic
chr8_38200000_38300000,intergenic
chr8_38300000_38400000,intergenic
chr8_38400000_38500000,intergenic
chr8_38500000_38600000,intergenic
chr8_38600000_38700000,Sgcz; Gm40493
chr8_38700000_38800000,intergenic
chr8_38800000_38900000,intergenic
chr8_38900000_39000000,intergenic
chr8_39000000_39100000,Tusc3
chr8_39100000_39200000,intergenic
chr8_39200000_39300000,Gm6213
chr8_39300000_39400000,intergenic
chr8_39400000_39500000,intergenic
chr8_39500000_39600000,intergenic
chr8_39600000_39700000,Msr1
chr8_39700000_39800000,intergenic
chr8_39800000_39900000,intergenic
chr8_39900000_40000000,intergenic
chr8_40000000_40100000,intergenic
chr8_40100000_40200000,intergenic
chr8_40200000_40300000,intergenic
chr8_40300000_40400000,Fgf20; Micu3
chr8_40400000_40500000,Zdhhc2
chr8_40500000_40600000,Cnot7; Vps37a
chr8_40600000_40700000,Mtmr7; Adam24
chr8_40700000_40800000,intergenic
chr8_40800000_40900000,Slc7a2
chr8_40900000_41000000,Pdgfrl
chr8_41000000_41100000,B430010I23Rik; Gm16192; Gm16193
chr8_41100000_41200000,Mtus1
chr8_41200000_41300000,Fgl1; Pcm1
chr8_41300000_41400000,Asah1
chr8_41400000_41500000,Frg1
chr8_41500000_41600000,intergenic
chr8_41600000_41700000,intergenic
chr8_41700000_41800000,intergenic
chr8_41800000_41900000,2810404M03Rik
chr8_41900000_42000000,intergenic
chr8_42000000_42100000,intergenic
chr8_42100000_42200000,intergenic
chr8_42200000_42300000,intergenic
chr8_42300000_42400000,intergenic
chr8_42400000_42500000,intergenic
chr8_42500000_42600000,intergenic
chr8_42600000_42700000,intergenic
chr8_42700000_42800000,intergenic
chr8_42800000_42900000,intergenic
chr8_42900000_43000000,intergenic
chr8_43000000_43100000,intergenic
chr8_43100000_43200000,Triml1; Triml2
chr8_43200000_43300000,intergenic
chr8_43300000_43400000,Zfp42
chr8_43400000_43500000,intergenic
chr8_43500000_43600000,Adam26b; Adam26a
chr8_43600000_43700000,intergenic
chr8_43700000_43800000,Adam34; Gm45488
chr8_43800000_43900000,intergenic
chr8_43900000_44000000,Gm45659
chr8_44000000_44100000,intergenic
chr8_44100000_44200000,intergenic
chr8_44200000_44300000,intergenic
chr8_44300000_44400000,intergenic
chr8_44400000_44500000,intergenic
chr8_44500000_44600000,intergenic
chr8_44600000_44700000,intergenic
chr8_44700000_44800000,intergenic
chr8_44800000_44900000,intergenic
chr8_44900000_45000000,Fat1
chr8_45000000_45100000,Gm2366; AY512931; Mtnr1a
chr8_45100000_45200000,Gm30504; Gm6329
chr8_45200000_45300000,F11; Klkb1
chr8_45300000_45400000,Gm45753; Cyp4v3; Fam149a
chr8_45400000_45500000,Tlr3; Gm45542
chr8_45500000_45600000,Sorbs2
chr8_45600000_45700000,Gm16351
